Ticker;Nome da Empresa;Setor;Subsetor;Nota dos Usuários;Segmento de Listagem;Tag Along;Free Float;Vol Histórica;Tickers Opções;LIQUIDEZ MEDIA DIARIA;P/L;lpa_pos_years;lpa_last_negative_year;lpa_trend;P/ATIVOS;P/VP;vpa_trend;MARGEM BRUTA;margembruta_pos_years;margembruta_last_negative_year;margembruta_trend;MARGEM EBIT;MARG. LIQUIDA;margemliquida_pos_years;margemliquida_last_negative_year;margemliquida_trend;EV/EBIT;LIQ. CORRENTE;liquidezcorrente_trend;DIVIDA LIQUIDA / EBIT;dividaliquida_ebit_trend;DIV. LIQ. / PATRI.;dividaliquida_patrimonioliquido_trend;PASSIVOS / ATIVOS;passivo_ativo_trend;P. AT CIR. LIQ.;Div Br/ Patrim;Dív. Bruta;Disponibilidades;Dív. Líquida;Ativo Circulante;Patrim. Líq
CIEL3;Cielo;Serviços Financeiros Diversos;Serviços Financeiros Diversos;3.6;Novo Mercado;100% ON;40,38% ON;35.902361234502;206.0;144814888.42;6.94;1.0;;1.7978178852144096;0.14;1.12;0.0064847622717378;46.49;1.0;;-0.073720582410643;32.18;18.27;1.0;;-0.2637957565628583;5.57;1.17;-0.0095149253731346;1.63;0.0646557829874772;0.46;0.0746335896203769;0.85;0.0138607167004729;-1.2;0.54;6414380000.0;858056000.0;5556320000.0;85746300000.0;11970700000.0
CSNA3;CSN;Siderurgia e Metalurgia;Siderurgia;2.8;Tradicional;80% ON;45,31% ON;40.001887394533;254.0;109549573.38;-25.83;0.5714285714285714;2024.0;0.0583119088053456;0.26;1.28;0.0613383474011266;25.98;1.0;;-0.0123473317765413;10.23;-1.98;0.625;2024.0;-0.1925858416670824;10.95;1.53;-0.1175503018556038;5.95;-0.0232097367676202;1.53;-0.0021425540941875;0.77;-0.0064913801406151;-0.4;2.45;43574200000.0;16447200000.0;27127000000.0;31712500000.0;17762500000.0
ALOS3;Allos;Exploração de Imóveis;Exploração de Imóveis;3.6;Novo Mercado;100% ON;70,59% ON;28.047620416843;112.0;108349284.04;4.5;1.0;;0.0205274372983352;0.5;0.96;-0.0089044760945828;96.37;1.0;;0.0034306285376135;264.05;140.12;1.0;;-0.0135495894826968;2.11;1.58;0.0289917634216478;-0.28;0.1032310226081962;-0.11;0.1518551236749206;0.43;0.0178683385579936;-0.56;;0.0;1636600000.0;-1636600000.0;2787630000.0;14703000000.0
ENEV3;Eneva;Energia Elétrica;Energia Elétrica;3.2;Novo Mercado;100% ON;36,53% ON;30.154516445523;47.0;75308959.5;60.51;0.6428571428571429;2016.0;0.1506992971386029;0.41;1.55;0.0061835177697295;35.96;0.8125;2013.0;0.0628224582700902;23.06;3.43;0.5625;2016.0;0.2567989603467435;16.22;1.18;0.0161172499884392;7.2;0.1117206883019279;1.24;-0.0905164815793991;0.69;-0.0150025866528701;-0.53;1.83;23712000000.0;7645860000.0;16066100000.0;11306900000.0;12943500000.0
TIMS3;TIM;Telecomunicações;Telecomunicações;3.9;Novo Mercado;100% ON;33,40% ON;21.330427158523;35.0;89920629.5;18.68;1.0;;-0.0724755644859049;0.77;1.67;0.0616372985330402;51.02;1.0;;0.0066029570663077;17.14;9.81;1.0;;0.0331613320256796;10.78;0.79;-0.0244841023425755;0.1;-0.5735995232421502;0.02;-0.0336265084884466;0.54;-0.0122767857142872;-0.95;0.19;4837070000.0;4446240000.0;390829000.0;10836800000.0;25574100000.0
TOTS3;Totvs;Programas e Serviços;Programas e Serviços;4.4;Novo Mercado;100% ON;67,66% ON;30.504030062301;65.0;83959709.25;25.6;1.0;;-0.0339201030438193;2.24;4.15;0.0192961595814307;70.36;1.0;;0.0035696109644811;17.31;18.09;1.0;;0.0085242621310663;24.99;2.97;0.0028096291825918;-1.84;0.1047886323268163;-0.29;0.1138447971781393;0.43;-0.0052377892030847;-3.99;0.36;1708900000.0;3056730000.0;-1347830000.0;3849920000.0;4712480000.0
VIVT3;Telefônica Brasil;Telecomunicações;Telecomunicações;4.3;Tradicional;80% ON - 0% PN;21,41% ON;19.462502485243;99.0;101165352.29;17.69;1.0;;-0.0887155548511534;0.72;1.24;-0.0360628765396466;42.85;1.0;;-0.0022596457938017;14.76;9.61;1.0;;-0.0262593578280249;13.27;0.92;-0.0093663765654842;1.76;0.0619204756190758;0.19;0.0433212996389931;0.42;-0.004900644468314;-0.86;0.26;17754400000.0;4556630000.0;13197800000.0;19401300000.0;69269900000.0
KLBN11;Klabin;Madeira e Papel;Papel e Celulose;4.2;Nível 2;100% ON - 100% PN - 100% UNIT;36,08% ON - 73,65% PN - 59,73% Total;22.243452656136;158.0;64735351.46;8.24;0.8571428571428571;2020.0;0.0351779481554748;0.46;2.13;-0.6715641851699308;39.1;1.0;;0.0129609183736434;24.14;15.48;0.875;2020.0;0.0226921435683506;9.93;2.16;0.0005334946650534;4.65;-0.6223531450356801;1.87;0.0576493638316426;0.74;0.0179354043826451;-0.62;2.57;28734800000.0;7853130000.0;20881700000.0;13576600000.0;11159900000.0
CRFB3;Carrefour;Comércio e Distribuição;Alimentos;3.4;Novo Mercado;100% ON;25,21% ON;47.111515667166;63.0;88489029.83;29.84;1.0;;-0.1341564577597968;0.26;1.16;0.0547473667157463;19.28;1.0;;-0.0074017948050089;4.13;0.7;1.0;;-0.0400195455656064;8.7;0.91;-0.0100877192982461;3.69;0.1297651135926325;0.85;0.1208156329651735;0.76;0.0088253573648251;-0.47;1.05;20773000000.0;3951000000.0;16822000000.0;38488000000.0;19775000000.0
GOAU4;Metalúrgica Gerdau;Siderurgia e Metalurgia;Siderurgia;4.1;Nível 1;100% ON - 100% PN;12,46% ON - 74,23% PN - 52,39% Total;26.652757719844;104.0;88731717.46;3.79;0.7857142857142857;2017.0;0.0991995363194744;0.13;0.58;-0.0822371999808242;17.5;1.0;;0.0208847429553933;16.6;3.8;0.8125;2017.0;0.0719591045960688;1.25;3.02;0.0031937648334261;0.38;0.6280729897735462;0.25;-0.1918760195758894;0.33;-0.0326091063669027;-0.23;0.64;11478100000.0;6979870000.0;4498200000.0;31899900000.0;17948100000.0
BRKM5;Braskem;Químicos;Petroquímicos;1.5;Nível 1;80% ON - 0% PN;2,86% ON - 33,94% PN - 16,33% Total;50.817160848278;207.0;55132952.33;-2.96;0.4285714285714285;2024.0;0.2210371450877544;0.15;2.78;-0.0554106615625388;2.65;1.0;;-0.015239916442358;-4.95;-6.47;0.5;2024.0;0.1715833762145588;-10.59;1.54;0.0269022426973131;-6.61;0.073399036110815;4.75;0.0392434375422352;0.95;0.0153677116905979;-0.26;8.47;42527800000.0;18679300000.0;23848500000.0;37275800000.0;5022600000.0
USIM5;Usiminas;Siderurgia e Metalurgia;Siderurgia;2.6;Nível 1;80% ON - 0% PN;7,71% ON - 69,04% PN - 34,52% Total;29.715821218385;239.0;100449865.04;-31.47;0.5714285714285714;2024.0;0.1309275305179738;0.28;0.49;-0.0081617004232944;8.47;1.0;;0.0235070532366468;-2.09;-1.27;0.625;2024.0;0.0632747306165371;-19.19;3.43;0.0220080739679697;-0.58;0.0637005649717519;0.01;-0.1793103448276146;0.35;-0.0087482913493454;-0.54;0.26;6068700000.0;5720300000.0;348399000.0;18886200000.0;23446300000.0
HYPE3;Hypera Pharma;Comércio e Distribuição;Medicamentos e Outros Produtos;4.7;Novo Mercado;100% ON;48,02% ON;28.962692569484;117.0;93024749.08;11.21;0.9230769230769232;2011.0;0.0711216539840955;0.82;1.74;0.0315395461727932;63.15;1.0;;0.0027855396914802;32.88;21.6;0.9375;2011.0;0.0473389134365471;10.19;1.89;-0.0036270093326919;2.83;-0.0165881891308632;0.67;0.0540353307931955;0.53;0.0041568890378809;-1.23;0.86;9839350000.0;2218400000.0;7620950000.0;8101970000.0;11388400000.0
IRBR3;IRB Brasil;Previdência e Seguros;Seguradoras;1.6;Novo Mercado;100% ON;67,06% ON;54.644684422867;310.0;69323917.08;87.91;0.5714285714285714;2022.0;0.7414219601473699;0.15;0.79;0.1703177582160415;-1.79;0.5454545454545454;2024.0;0.2495170178282248;-8.51;0.58;0.7272727272727273;2022.0;0.3813409535904675;-6.01;0.83;-0.0074725274725283;;;;;0.81;0.0081858407079653;-0.4;;0.0;0.0;0.0;0.0;4169510000.0
BEEF3;Minerva;Alimentos Processados;Carnes e Derivados;3.7;Novo Mercado;100% ON;38,55% ON;42.52306977538;205.0;72762385.58;11.24;0.6;2018.0;0.4878265225843319;0.16;6.54;0.5770465105907754;19.88;1.0;;0.0020011151252221;7.42;1.32;0.625;2018.0;0.3884610431423758;6.39;1.87;-0.0214754172508929;4.38;-0.0156882073749562;14.28;0.0493547679772934;0.96;0.0125529622980269;-0.38;30.93;19421700000.0;10457300000.0;8964440000.0;15167900000.0;627948000.0
MRFG3;Marfrig;Alimentos Processados;Carnes e Derivados;2.9;Novo Mercado;100% ON;35,85% ON;41.878404680765;239.0;54592172.67;-3.9;0.3571428571428571;2024.0;0.1270754757821102;0.06;1.38;-0.028854860391363;10.02;1.0;;-0.0045625927897148;0.14;-1.59;0.4375;2024.0;0.1730269413629162;212.55;1.22;-0.0264904198736832;168.23;0.0854924823719969;5.25;0.0501777319260672;0.8;0.004024822176039;-0.11;9.09;55695300000.0;23542200000.0;32153100000.0;54065100000.0;6129530000.0
VIVA3;Vivara;Tecidos, Vestuário e Calçados;Acessórios;4.7;Novo Mercado;100% ON;54,59% ON;34.485691044344;33.0;84657875.38;20.59;1.0;;0.0882177035181444;2.61;4.2;0.121567809416174;69.55;1.0;;-0.0015706263856946;21.53;18.65;1.0;;-0.115400843881856;17.96;3.01;0.0251748251748262;0.15;1.1472140762463292;0.04;0.9428571428570732;0.38;-0.0323529411764745;-6.11;0.15;274382000.0;206834000.0;67547500.0;1733660000.0;1876600000.0
TRPL4;Trans Paulista;Energia Elétrica;Energia Elétrica;3.3;Nível 1;80% ON - 0% PN;0,77% ON - 46,24% PN - 28,44% Total;20.983301165226;48.0;48858225.0;7.21;1.0;;-0.0330235995846042;0.48;0.95;-0.033640428907898;59.76;1.0;;0.0078742369378992;62.57;41.02;1.0;;0.0355287185726005;7.24;1.9;0.0221634967786801;2.0;0.0406962722172616;0.4;0.0041819132253015;0.47;0.0221192264663563;-0.58;0.5;9073800000.0;1856180000.0;7217610000.0;5844500000.0;17977200000.0
EGIE3;Engie;Energia Elétrica;Energia Elétrica;4.8;Novo Mercado;100% ON;21,43% ON;16.756863131339;121.0;60289940.63;9.64;1.0;;0.0387111512789821;0.83;3.85;0.0048642814395911;53.44;1.0;;-0.0109783051560284;56.36;30.27;1.0;;-0.0213406670903815;7.53;1.09;0.0162536739841834;2.35;0.043087450707498;1.75;0.0572048032021306;0.76;0.0202879581151829;-0.98;2.12;17855700000.0;3085250000.0;14770400000.0;6324340000.0;8436830000.0
RAIZ4;Raízen;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;3.2;Nível 2;100% ON - 100% PN;55,92% PN - 7,34% Total;40.850926064792;105.0;41891863.96;11.61;1.0;;0.0498187563900054;0.35;1.72;0.0388104951068926;7.99;1.0;;0.0988625363020323;4.97;1.52;1.0;;0.0461229946524173;6.37;1.06;-0.0168539325842703;2.84;0.0070318282753509;1.38;-0.0376602564102539;0.79;-0.0219638242894095;-0.61;2.18;48102400000.0;6583320000.0;41519100000.0;57887700000.0;22074200000.0
CCRO3;CCR;Transporte;Exploração de Rodovias;3.3;Novo Mercado;100% ON;39,26% ON;23.502244750068;46.0;60842027.88;28.38;1.0;;-0.0703695548089695;0.5;2.09;0.0400452207433179;42.94;1.0;;-0.0151294275679088;30.38;5.64;1.0;;-0.1202392295996065;9.77;1.13;0.0324897959183694;4.5;0.0356403837527383;1.79;0.0072714609089323;0.75;0.0019652738027091;-0.64;2.39;30258900000.0;7604250000.0;22654700000.0;11316200000.0;12677100000.0
BRAP4;Bradespar;Mineração;Minerais Metálicos;3.4;Nível 1;100% ON - 80% PN;22,08% ON - 67,69% PN - 51,68% Total;26.63610471689;159.0;69526948.63;4.09;0.7857142857142857;2019.0;0.0814596811164247;1.07;1.08;-0.0161539245864763;;1.0;;0.0458670889931207;;;1.0;;0.1203122196303969;3.85;5.31;-0.0222449019139203;-0.24;-588.8073394407994;-0.06;0.1930909870456059;0.01;0.4035773463059142;-1.15;;0.0;503064000.0;-503064000.0;565717000.0;8023720000.0
MULT3;Multiplan;Exploração de Imóveis;Exploração de Imóveis;4.6;Nível 2;100% ON - 100% PN;40,00% ON;25.241607147753;71.0;80695185.83;17.13;1.0;;-0.0556211895071345;1.52;2.38;-0.1000133862679586;92.65;1.0;;0.0036359257293492;74.87;48.73;1.0;;0.0232184255092071;12.46;1.12;-0.0613643628924063;1.3;0.0509016981583392;0.28;0.045933658865126;0.36;0.0130709768095573;-1.75;0.38;2634520000.0;728332000.0;1906180000.0;1437370000.0;6899850000.0
CVCB3;CVC;Viagens e Lazer;Viagens e Turismo;1.5;Novo Mercado;100% ON;76,55% ON;77.187112069064;191.0;65617910.04;-3.37;0.5454545454545454;2024.0;0.1635668196758026;0.4;3.7;-0.5662671814016925;100.0;1.0;;-0.0027913209361478;-7.43;-37.97;0.6666666666666666;2024.0;0.1097361401464107;-21.37;0.84;-0.027872535152673;-4.16;0.0881980911495241;0.9;0.1186038642554674;0.89;0.0032813125250104;-0.89;1.73;756601000.0;365980000.0;390621000.0;2214920000.0;436424000.0
YDUQ3;Yduqs;Diversos;Serviços Educacionais;3.5;Novo Mercado;100% ON;64,33% ON;63.023587698811;108.0;69214901.0;30.75;0.9285714285714286;2022.0;-0.1767327224712414;0.59;1.79;0.008399053621771;59.29;1.0;;0.0327090076451919;17.03;3.75;0.9411764705882352;2022.0;-0.0331047805043714;11.62;1.52;-0.0834149326805441;4.87;0.0960526315789525;1.29;0.0926806581012642;0.67;0.040380952380961;-0.8;1.65;5344630000.0;1181640000.0;4162990000.0;2561060000.0;3239030000.0
COGN3;Cogna;Diversos;Serviços Educacionais;2.6;Novo Mercado;100% ON;75,57% ON;45.072728521819;320.0;75539263.83;-16.75;0.6428571428571429;2024.0;0.2532264896521885;0.2;0.41;-1.134078177731141;64.83;1.0;;0.0317702897958604;9.61;-5.26;0.5625;2024.0;0.1605448438201877;20.3;1.21;-0.258219178082153;11.13;0.065726959316239;0.5;0.0870129870129963;0.48;0.0369403508771946;-0.24;0.61;7373550000.0;1296110000.0;6077440000.0;4390950000.0;12083300000.0
GOLL4;Gol;Transporte;Transporte Aéreo;1.4;Nível 2;100% PN;51,85% PN - 5,46% Total;79.836778539355;167.0;91560268.21;76.75;0.2857142857142857;2022.0;0.8988818854293541;0.47;-0.37;0.1181530585863122;29.03;0.9411764705882352;2021.0;0.0140075077460859;15.11;0.58;0.3529411764705882;2022.0;0.054001393993148;3.8;0.25;-0.3761682242990884;3.41;0.1597887723277828;;0.1526341111378899;2.28;0.0492938676887215;-0.6;-0.47;10419400000.0;904929000.0;9514450000.0;3539100000.0;-22029000000.0
AURE3;Auren;Energia Elétrica;Energia Elétrica;4.0;Novo Mercado;100% ON;30,20% ON;15.374421968305;25.0;52601295.83;6.35;1.0;;-0.1683462229513445;0.41;0.92;-0.0469438204154279;21.1;1.0;;-0.2178473177441722;24.36;34.01;1.0;;0.1191632717016653;9.77;1.92;0.0946356275303703;0.9;-1.1957142857141925;0.09;14.749999999996447;0.55;0.0018315018315016;-0.55;0.44;6212670000.0;4904740000.0;1307930000.0;7789640000.0;13962400000.0
RECV3;PetroReconcavo;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;3.8;Novo Mercado;100% ON;43,43% ON;46.742684306814;26.0;66850438.38;6.94;1.0;;0.1769853803748473;0.93;1.46;0.1511913637330821;37.04;1.0;;0.0310466760961705;31.28;32.08;0.8571428571428571;2020.0;0.1091425927149873;7.34;1.12;-0.0145114479200264;0.22;1.2909460834181887;0.04;1.5454545454535338;0.36;0.0178282009724466;-1.15;0.21;919560000.0;720895000.0;198665000.0;1296350000.0;4429210000.0
SLCE3;SLC Agrícola;Agropecuária;Agricultura;4.5;Novo Mercado;100% ON;43,86% ON;24.865426760559;87.0;48580516.17;7.41;1.0;;0.0699505585244684;0.51;1.64;-0.0370758504816288;31.62;1.0;;0.0232029949326308;24.57;11.95;1.0;;0.0537969851213835;5.05;1.97;0.0139452467440392;1.45;-0.4401823579304411;0.66;0.0482035206173212;0.67;0.0287902968400921;-0.99;0.98;5081930000.0;1662810000.0;3419120000.0;7972230000.0;5197090000.0
VAMO3;Vamos;Diversos;Aluguel de carros;4.5;Novo Mercado;100% ON;39,23% ON;47.228328141527;86.0;48972629.21;13.65;1.0;;0.0720959575793434;0.46;1.81;0.1287009877858169;44.4;1.0;;0.0005535660588831;34.31;10.72;1.0;;-0.1015132763276379;8.5;2.03;0.1016094324396923;4.23;0.0105353829843632;1.79;-0.0395271518285819;0.75;1.577215657312169;-0.65;2.13;10415300000.0;1663400000.0;8751900000.0;5600510000.0;4878780000.0
IGTI11;Iguatemi;Exploração de Imóveis;Exploração de Imóveis;2.4;Nível 1;100% ON - 100% PN - 100% UNIT;26,03% ON - 76,52% PN - 44,15% Total;26.5751435301;54.0;62932658.75;34.96;1.0;;2.5312195452083897;1.34;2.34;46.69545526204294;61.96;1.0;;0.0134584771507286;51.62;24.53;0.875;2015.0;0.0768207836564283;13.89;1.71;-0.4083240223463606;3.14;-0.0398325852906332;0.44;1.7824351297409442;0.43;-0.0425639178970101;-1.66;0.7;2898910000.0;1059980000.0;1838930000.0;1409750000.0;4153350000.0
LWSA3;Locaweb;Programas e Serviços;Programas e Serviços;3.2;Novo Mercado;100% ON;51,84% ON;59.882121874265;83.0;62646504.38;-361.93;0.4;2024.0;0.9210672595888728;0.71;1.1;-0.0205416233801145;45.45;1.0;;0.009047591206734;5.86;-0.71;0.5555555555555556;2024.0;-0.7422680412371678;29.7;1.45;0.0843421471806189;-14.17;0.1203098059607741;-0.35;0.3502587322122077;0.35;-0.2737711522965416;-1.23;0.02;70052000.0;1107020000.0;-1036960000.0;1900270000.0;2921510000.0
CPFE3;CPFL Energia;Energia Elétrica;Energia Elétrica;4.5;Novo Mercado;100% ON;16,29% ON;22.40224000832;59.0;67984015.29;7.61;1.0;;0.0615947876032136;0.55;2.25;0.0317270588422782;33.17;1.0;;-0.0034070660610425;28.29;13.44;1.0;;0.0130688108945964;5.34;0.85;-0.0168235447919717;1.72;-0.056744263755847;1.07;-0.0256763863729276;0.74;0.0057792144186497;-0.72;1.38;25129600000.0;5703710000.0;19425900000.0;16947000000.0;18172700000.0
SMTO3;São Martinho;Alimentos Processados;Açucar e Alcool;4.0;Novo Mercado;100% ON;44,10% ON;33.379788822157;79.0;51482726.83;7.9;1.0;;0.05682510661309;0.51;1.63;-0.0354299545244736;30.78;1.0;;0.0133202780940824;37.91;19.59;1.0;;0.0434797468084096;6.88;2.17;0.0346730097927177;2.79;-0.0791975577845635;1.11;0.0472858431018896;0.69;0.0150408606599754;-0.73;1.48;9140080000.0;1613000000.0;7527080000.0;6119890000.0;6167340000.0
SMFT3;Smart Fit;Viagens e Lazer;Atividades Esportivas;3.3;Novo Mercado;100% ON;31,37% ON;41.234291274842;10.0;52158141.92;31.98;0.4285714285714285;2022.0;-0.0314738383703843;1.1;3.07;2.253392032272481;40.84;0.9;2020.0;0.0099159041448724;32.69;21.35;0.3;2022.0;-4.859442060086218;21.94;1.47;0.0482124874118776;1.01;-11.54166666670629;0.15;1.71839080459683;0.64;-0.0139880102769083;-1.49;0.74;3464520000.0;2767010000.0;697511000.0;3471320000.0;4713060000.0
CMIN3;CSN Mineração;Mineração;Minerais Metálicos;4.0;Nível 2;100% ON;8,72% ON;35.032487124976;82.0;49902953.08;11.89;1.0;;-0.385253290066787;1.24;3.2;-0.0620754076086931;46.73;1.0;;-0.016958313627456;30.79;17.76;1.0;;0.0015986838020736;6.46;2.96;0.094501646588023;-0.41;0.265343431705354;-0.19;0.1942405420666129;0.61;0.0656836461126091;-2.27;0.74;8448120000.0;10634200000.0;-2186060000.0;13472900000.0;11444200000.0
POMO4;Marcopolo;Material de Transporte;Material Rodoviário;3.5;Nível 2;100% ON - 80% PN;18,63% ON - 77,50% PN - 56,26% Total;35.939154402853;23.0;53508202.13;9.76;1.0;;0.0118691477863006;1.02;2.31;0.0227429589123646;21.68;1.0;;-0.0132793709528219;11.16;12.41;1.0;;0.0142730725052164;11.4;2.16;0.0015602979665794;1.44;0.0033352523027629;0.31;-0.1797900262467497;0.55;-0.0191241685144083;-2.59;0.73;2464320000.0;1431250000.0;1033070000.0;4614030000.0;3369750000.0
PETZ3;Petz;Comércio;Produtos Diversos;3.6;Novo Mercado;100% ON;64,49% ON;54.447334156335;255.0;49993814.13;45.62;1.0;;-0.4637729549248814;0.37;0.81;0.1105025043701746;46.61;1.0;;0.0044766776318254;4.46;1.02;1.0;;-0.1878691141261215;10.34;1.9;0.0366168127900976;-0.11;0.3778511404561695;-0.01;0.7031249999997835;0.55;-0.0570054945054872;-0.56;0.25;456429000.0;471765000.0;-15336000.0;1368760000.0;1801540000.0
TAEE11;Taesa;Energia Elétrica;Energia Elétrica;4.2;Nível 2;100% ON - 100% PN - 100% UNIT;37,00% ON - 93,55% PN - 61,23% Total;14.284260849737;150.0;50064641.0;11.03;1.0;;-0.0023942968415051;0.65;1.9;-0.0360379033381802;68.87;1.0;;-0.0178367884784709;71.85;44.57;1.0;;0.003102258634877;11.39;2.71;0.0219958608886632;4.55;0.026426005059847;1.26;0.0276641620385509;0.66;0.0141139697042511;-0.83;1.51;10067700000.0;1674800000.0;8392940000.0;4217840000.0;6652330000.0
MOVI3;Movida;Diversos;Aluguel de carros;4.0;Novo Mercado;100% ON;34,24% ON;55.714722499653;62.0;38125083.0;-74.72;0.75;2024.0;-0.0711067752355579;0.15;1.1;0.0235453999600816;32.22;1.0;;0.0264691955595317;18.17;-0.42;0.8181818181818182;2024.0;-0.1003742203742269;7.8;1.21;0.0733036707452863;6.08;1.9965875988352304;3.85;0.0957006975269381;0.86;0.0315356959424759;-0.2;4.52;13676900000.0;2011130000.0;11665700000.0;4746490000.0;3027690000.0
SANB11;Santander;Intermediários Financeiros;Bancos;3.8;Tradicional;100% ON - 100% PN - 100% UNIT;9,10% ON - 10,20% PN - 9,64% Total;22.860044197167;91.0;66093873.38;11.63;1.0;;0.0725079742692884;0.1;0.96;0.0753746524947711;16.51;1.0;;-0.0298557056836602;6.05;9.32;1.0;;0.0076037840551761;17.94;;0.2857142857142858;;;;;0.9;0.0068325348432072;-0.1;;;;;;84726300000.0
GFSA3;Gafisa;Construção Civil;Incorporações;1.6;Novo Mercado;100% ON;55,12% ON;97.066711981981;107.0;81545217.21;-3.6;0.2142857142857142;2024.0;0.0295104305398377;0.15;0.46;0.0689363728094516;3.46;0.8823529411764706;2017.0;-0.1501461358187419;-23.01;-18.28;0.3529411764705882;2024.0;0.050913195156981;-9.16;2.03;-0.0331876945176005;-6.19;0.057611083984377;1.0;0.0147006834786702;0.68;0.0032210834553438;-0.49;1.16;1962690000.0;269831000.0;1692860000.0;3656210000.0;1687910000.0
